SiteId,Treatment,Crop,Year,Plant.date,Harvest.date,Notes,Grain_Yield,Grain_Yield_Error,Aboveground_biomass,Aboveground_biomass_Error,Harvest_Index,HIError,Total_N_uptake,Nuptake_Error,Shoots_Yield,Shoots_Yield_Error,ShootsC,ShootsC_SE,ShootsN,ShootsN_SE,GrainC,GrainC_SE,GrainN,GrainN_SE,Protein,Crude.Protein,Total_grain_nitrogen,Total_grain_carbon,Total_straw_nitrogen,Total_Straw_carbon,Straw_Yield,Straw_Yield_Error,Straw_res,Res_Straw_carbon,Res_Straw_nitrogen,CN_grain,CN_stem,CN_roots
Zhang_Yt,NT-FS,early rice,2010,NA,NA,NA,6.48,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,early rice,2010,NA,NA,NA,6.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,early rice,2010,NA,NA,NA,6.27,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,early rice,2010,NA,NA,NA,6.41,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,early rice,2010,NA,NA,NA,6.48,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,early rice,2011,NA,NA,NA,5.82,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,early rice,2011,NA,NA,NA,6.42,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,early rice,2011,NA,NA,NA,6.29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,early rice,2012,NA,NA,NA,6.67,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,early rice,2012,NA,NA,NA,6.67,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,early rice,2012,NA,NA,NA,6.25,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,early rice,2012,NA,NA,NA,7.03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,early rice,2012,NA,NA,NA,6.59,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,early rice,2013,NA,NA,NA,6.38,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,early rice,2013,NA,NA,NA,6.33,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,early rice,2013,NA,NA,NA,6.05,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,early rice,2013,NA,NA,NA,6.48,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,early rice,2013,NA,NA,NA,6.22,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,early rice,2014,NA,NA,NA,6.16,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,early rice,2014,NA,NA,NA,7.07,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,early rice,2014,NA,NA,NA,6.6,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,early rice,2014,NA,NA,NA,6.43,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,early rice,2014,NA,NA,NA,6.53,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2009,NA,NA,NA,7.87,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2009,NA,NA,NA,7.25,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,late rice,2009,NA,NA,NA,7.36,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2009,NA,NA,NA,7.58,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,late rice,2009,NA,NA,NA,7.59,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2010,NA,NA,NA,5.05,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2010,NA,NA,NA,5.18,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,late rice,2010,NA,NA,NA,4.66,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2010,NA,NA,NA,4.85,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,late rice,2010,NA,NA,NA,4.72,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2011,NA,NA,NA,6.83,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2011,NA,NA,NA,7.13,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2011,NA,NA,NA,7.33,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2012,NA,NA,NA,6.53,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2012,NA,NA,NA,6.63,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,late rice,2012,NA,NA,NA,6.93,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2012,NA,NA,NA,6.7,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,late rice,2012,NA,NA,NA,6.45,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2013,NA,NA,NA,6.08,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2013,NA,NA,NA,6.46,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,late rice,2013,NA,NA,NA,6.82,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2013,NA,NA,NA,6.3,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,late rice,2013,NA,NA,NA,6.47,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,NT-FS,late rice,2014,NA,NA,NA,6.16,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-DS,late rice,2014,NA,NA,NA,6.64,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-D,late rice,2014,NA,NA,NA,6.36,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-FS,late rice,2014,NA,NA,NA,6.38,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_Yt,CT-F,late rice,2014,NA,NA,NA,6.27,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Maize,2006,5/16/2006,10/6/2006,NA,2.73,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Faba,2007,5/11/2007,8/27/2007,NA,NA,NA,6.82,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Alfalfa,2008,5/28/2008,NA,herbicide on 7/25,2.28,0.05,2.24,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Alfalfa,2009,5/28/2008,11/23/2009,baled,0.96,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Alfalfa,2010,5/28/2008,9/10/2010,baled,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Alfalfa,2011,5/28/2008,8/5/2011,baled,0.91,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Corn,2012,5/3/2012,10/18/2012,cut,6.05,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Soybean,2013,5/28/2013,NA,NA,2.36,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Spring Wheat,2014,5/29/2014,9/15/2014,NA,3.19,0.29,3.3,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Soybean,2015,5/13/2015,9/29/2015,NA,2.74,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual perennial,Soybean,2016,5/19/2016,10/3/2016,NA,2.52,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Maize,2006,5/16/2006,10/6/2006,NA,2.73,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Faba,2007,5/11/2006,8/27/2006,NA,NA,NA,6.82,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Spring Wheat,2008,5/21/2008,9/16/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Rapeseed,2009,5/30/2009,9/22/2009,NA,NA,NA,4.29,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Barley,2010,5/22/2010,10/7/2010,"re-seeding, baled as hay",NA,NA,3.36,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Spring Wheat,2011,6/10/2011,9/27/2010,NA,NA,NA,5.09,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Corn,2012,5/3/2012,10/18/2012,NA,5.52,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Soybean,2013,5/28/2013,10/9/2013,NA,2.27,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Spring wheat,2014,5/29/2014,9/15/2014,NA,3.33,0.29,3.53,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Soybean,2015,5/13/2015,9/29/2015,NA,2.55,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tgas_Manitoba,annual,Soybean,2016,5/19/2016,10/3/2016,NA,2.57,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,0,switchgrass,2009,7/11/2008,NA,NA,NA,NA,1.9825,0.2904451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,28,switchgrass,2009,7/11/2008,NA,NA,NA,NA,2.6225,0.4444753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,56,switchgrass,2009,7/11/2008,NA,NA,NA,NA,3.59,0.3219731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,84,switchgrass,2009,7/11/2008,NA,NA,NA,NA,3.7075,0.2619637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,112,switchgrass,2009,7/11/2008,NA,NA,NA,NA,3.965,0.4662975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,140,switchgrass,2009,7/11/2008,NA,NA,NA,NA,4.28,0.3613862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,168,switchgrass,2009,7/11/2008,NA,NA,NA,NA,4.263333,0.3300505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,196,switchgrass,2009,7/11/2008,NA,NA,NA,NA,4.305,0.6010408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,0,switchgrass,2010,7/11/2008,NA,NA,NA,NA,6.245,0.7430792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,28,switchgrass,2010,7/11/2008,NA,NA,NA,NA,7.6275,1.3477481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,56,switchgrass,2010,7/11/2008,NA,NA,NA,NA,9.33,2.4334886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,84,switchgrass,2010,7/11/2008,NA,NA,NA,NA,8.9275,2.5828327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,112,switchgrass,2010,7/11/2008,NA,NA,NA,NA,8.8375,2.4304921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,140,switchgrass,2010,7/11/2008,NA,NA,NA,NA,9.173333,2.5641048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,168,switchgrass,2010,7/11/2008,NA,NA,NA,NA,8.67,1.381738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,196,switchgrass,2010,7/11/2008,NA,NA,NA,NA,8.305,0.9263099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,0,switchgrass,2011,7/11/2008,NA,NA,NA,NA,9.5575,0.4934487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,28,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.5325,0.7037696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,56,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.635,0.7077429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,84,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.19,0.4846304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,112,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.3175,1.234217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,140,switchgrass,2011,7/11/2008,NA,NA,NA,NA,11.315,1.2170319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,168,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.54,1.4126099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruan_2016,196,switchgrass,2011,7/11/2008,NA,NA,NA,NA,10.836667,1.9407301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,Control,spring wheat,2011,6/6/2011,9/15/2011,NA,2.5,NA,NA,NA,NA,NA,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,Urea_i,spring wheat,2011,6/6/2011,9/15/2011,NA,2.9,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,Urea_s,spring wheat,2011,6/6/2011,9/15/2011,NA,2.7,NA,NA,NA,NA,NA,10.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,Urea_m,spring wheat,2011,6/6/2011,9/15/2011,NA,2.8,NA,NA,NA,NA,NA,12.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,ESN_m,spring wheat,2011,6/6/2011,9/15/2011,NA,2.9,NA,NA,NA,NA,NA,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CarmanMB_CAN,SuperU_m,spring wheat,2011,6/6/2011,9/15/2011,NA,3.1,NA,NA,NA,NA,NA,12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
